rule_id,query_name,industry,objective,category,subcategory,required_groups,forbidden_terms,compiled_regex,regex_flags
1715,Modem Reset,Telco / DTH,Not Available,Technical,Modem related,"[[""reset"", ""resetting"", ""power cycle"", ""unplug power"", ""\""plug in"", ""plug power cord"", ""plug the power"", ""unplug power cord"", ""pull power cord"", ""\""send a signal"", ""tiny pin hole"", ""reset hole"", ""reset button"", ""hard reset"", ""reseted"", ""ethernet cord""], [""cable box"", ""box"", ""router""], [""Modem"", ""the modem""]]",[],"^(?=.*(?:reset|resetting|power\s+cycle|unplug\s+power|""plug\s+in|plug\s+power\s+cord|plug\s+the\s+power|unplug\s+power\s+cord|pull\s+power\s+cord|""send\s+a\s+signal|tiny\s+pin\s+hole|reset\s+hole|reset\s+button|hard\s+reset|reseted|ethernet\s+cord))(?=.*(?:cable\s+box|box|router))(?=.*(?:Modem|the\s+modem)).*$",IGNORECASE
1716,Modem reset 8.5,Telco / DTH,Not Available,Technical,Modem related,"[[""reset"", ""resetting"", ""turn the power off"", ""power cycle"", ""unplug power"", ""plug in"", ""plug power cord"", ""\""plug the power"", ""unplug power cord"", ""pull power cord"", ""send a signal"", ""power on the"", ""\"" ethernet cord""], [""box"", ""cable box""], [""A""], [""B""]]",[],"^(?=.*(?:reset|resetting|turn\s+the\s+power\s+off|power\s+cycle|unplug\s+power|plug\s+in|plug\s+power\s+cord|""plug\s+the\s+power|unplug\s+power\s+cord|pull\s+power\s+cord|send\s+a\s+signal|power\s+on\s+the|""\s+ethernet\s+cord))(?=.*(?:box|cable\s+box))(?=.*(?:A))(?=.*(?:B)).*$",IGNORECASE
1717,Navigator/Channel guide,Telco / DTH,Not Available,Technical,TV related,"[[""remote control doesn't work"", ""press the guide button""]]",[],^(?=.*(?:remote\s+control\s+doesn't\s+work|press\s+the\s+guide\s+button)).*$,IGNORECASE
1718,Navigator/Channel guide 8.5,Telco / DTH,Not Available,Technical,TV related,"[[""remote is not working"", ""remote control doesn't work"", ""\""the remote wont"", ""guide is wrong"", ""press the guide button""]]",[],"^(?=.*(?:remote\s+is\s+not\s+working|remote\s+control\s+doesn't\s+work|""the\s+remote\s+wont|guide\s+is\s+wrong|press\s+the\s+guide\s+button)).*$",IGNORECASE
1719,No Dial Tone,Telco / DTH,Not Available,Technical,No Phone,"[[""no dial tone"", ""still no dial tone""], [""I have no dial tone"", ""You have no dial tone""], [""I'm Not getting a dial tone"", ""You're not getting a dial tone"", ""still not getting a dial tone"", ""they are not getting a dial tone""]]","[""I can't get a dial tone"", ""I can't get it up"", ""I can schedule"", ""I can't get down""]",^(?!.*I\s+can't\s+get\s+a\s+dial\s+tone)(?!.*I\s+can't\s+get\s+it\s+up)(?!.*I\s+can\s+schedule)(?!.*I\s+can't\s+get\s+down)(?=.*(?:no\s+dial\s+tone|still\s+no\s+dial\s+tone))(?=.*(?:I\s+have\s+no\s+dial\s+tone|You\s+have\s+no\s+dial\s+tone))(?=.*(?:I'm\s+Not\s+getting\s+a\s+dial\s+tone|You're\s+not\s+getting\s+a\s+dial\s+tone|still\s+not\s+getting\s+a\s+dial\s+tone|they\s+are\s+not\s+getting\s+a\s+dial\s+tone)).*$,IGNORECASE
1720,No Dial Tone 8.5,Telco / DTH,Not Available,Technical,No Phone,"[[""NODIALTONE"", ""NODIALTONE2""]]","[""no daal tone"", ""have dial tone"", ""not getting a dial tone"", ""getting dial tone""]",^(?!.*no\s+daal\s+tone)(?!.*have\s+dial\s+tone)(?!.*not\s+getting\s+a\s+dial\s+tone)(?!.*getting\s+dial\s+tone)(?=.*(?:NODIALTONE|NODIALTONE2)).*$,IGNORECASE
1721,No Picture-No Sound,Telco / DTH,Not Available,Technical,TV related,"[[""No sound"", ""Snowy screen"", ""Outage in your area"", ""The picture is blurry"", ""\""No picture"", ""Blank screen"", ""Black screen"", ""Blue screen"", ""Outage in my area"", ""\""Picture is breaking up"", ""Audio missing"", ""No audio"", ""A Black screen"", ""A blank screen"", ""\""There's no picture"", ""There's an outage"", ""Screen's blank"", ""Snowy picture"", ""Still no Picture"", ""\""Screen is Blank"", ""Outage in the area"", ""Outage there"", ""Area Outage"", ""Just a Blank screen""]]",[],"^(?=.*(?:No\s+sound|Snowy\s+screen|Outage\s+in\s+your\s+area|The\s+picture\s+is\s+blurry|""No\s+picture|Blank\s+screen|Black\s+screen|Blue\s+screen|Outage\s+in\s+my\s+area|""Picture\s+is\s+breaking\s+up|Audio\s+missing|No\s+audio|A\s+Black\s+screen|A\s+blank\s+screen|""There's\s+no\s+picture|There's\s+an\s+outage|Screen's\s+blank|Snowy\s+picture|Still\s+no\s+Picture|""Screen\s+is\s+Blank|Outage\s+in\s+the\s+area|Outage\s+there|Area\s+Outage|Just\s+a\s+Blank\s+screen)).*$",IGNORECASE
1722,No Picture-No Sound 8.5,Telco / DTH,Not Available,Technical,TV related,"[[""no sound"", ""no volume"", ""no picture"", ""blank screen"", ""\""the picture is freezing"", ""black screen"", ""blue screen"", ""outage in my area""]]",[],"^(?=.*(?:no\s+sound|no\s+volume|no\s+picture|blank\s+screen|""the\s+picture\s+is\s+freezing|black\s+screen|blue\s+screen|outage\s+in\s+my\s+area)).*$",IGNORECASE
1723,No Signal,Telco / DTH,Not Available,Technical,TV related,"[[""No Signal"", ""another signal"", ""send a signal"", ""is a signal"", ""sent a signal"", ""of signal"", ""low signal"", ""enough signal"", ""Says no signal"", ""send a signal"", ""enough signal"", ""sent signal"", ""is a signal""]]","[""No Signal"", ""another signal"", ""send a signal"", ""is a signal"", ""\""sent a signal"", ""of signal"", ""low signal"", ""enough signal"", ""Says no signal"", ""send a signal"", ""enough signal"", ""sent signal"", ""is a signal""]","^(?!.*No\s+Signal)(?!.*another\s+signal)(?!.*send\s+a\s+signal)(?!.*is\s+a\s+signal)(?!.*""sent\s+a\s+signal)(?!.*of\s+signal)(?!.*low\s+signal)(?!.*enough\s+signal)(?!.*Says\s+no\s+signal)(?!.*send\s+a\s+signal)(?!.*enough\s+signal)(?!.*sent\s+signal)(?!.*is\s+a\s+signal)(?=.*(?:No\s+Signal|another\s+signal|send\s+a\s+signal|is\s+a\s+signal|sent\s+a\s+signal|of\s+signal|low\s+signal|enough\s+signal|Says\s+no\s+signal|send\s+a\s+signal|enough\s+signal|sent\s+signal|is\s+a\s+signal)).*$",IGNORECASE
1724,No Signal 8.5,Telco / DTH,Not Available,Technical,TV related,"[[""NOSIGNAL"", ""NOSIGNAL1""]]","[""no signal"", ""check the signal"", ""says no signal"", ""sending signal""]",^(?!.*no\s+signal)(?!.*check\s+the\s+signal)(?!.*says\s+no\s+signal)(?!.*sending\s+signal)(?=.*(?:NOSIGNAL|NOSIGNAL1)).*$,IGNORECASE
1725,HD - Self Service Failure,Healthcare,Not Available,Technical,Online Problem,"[[""I have a problem with the website"", ""it says service unavailable"", ""not user friendly"", ""I have trouble with the website"", ""put you over to E-Benefits"", ""\""have a password reset"", ""to help you with the navigation"", ""help you with online enrolement"", ""they can reset your account"", ""\""let me get you over to e-benefits"", ""Trouble with the site navigation""]]",[],"^(?=.*(?:I\s+have\s+a\s+problem\s+with\s+the\s+website|it\s+says\s+service\s+unavailable|not\s+user\s+friendly|I\s+have\s+trouble\s+with\s+the\s+website|put\s+you\s+over\s+to\s+E\-Benefits|""have\s+a\s+password\s+reset|to\s+help\s+you\s+with\s+the\s+navigation|help\s+you\s+with\s+online\s+enrolement|they\s+can\s+reset\s+your\s+account|""let\s+me\s+get\s+you\s+over\s+to\s+e\-benefits|Trouble\s+with\s+the\s+site\s+navigation)).*$",IGNORECASE
1726,Cable Box Issue (First 200 Secs),Telco / DTH,Capture all calls related to cable box not working or cable box faulty issues,Technical,Cable related,"[[""turn the cable box off cable box is not authorized for service Unplug the cable box reboot the cable box Problem with cable box reset cable box front of the cable box refreshing hits to box""], [""cable box is not working back of the box Reboot your box no signal on my cable box send signal to cable box cable box is blank talk to cable box cable box is on time Cable box is turned on""], [""Phrase1 Phrase2""]]",[],^(?=.*(?:turn\s+the\s+cable\s+box\s+off\s+cable\s+box\s+is\s+not\s+authorized\s+for\s+service\s+Unplug\s+the\s+cable\s+box\s+reboot\s+the\s+cable\s+box\s+Problem\s+with\s+cable\s+box\s+reset\s+cable\s+box\s+front\s+of\s+the\s+cable\s+box\s+refreshing\s+hits\s+to\s+box))(?=.*(?:cable\s+box\s+is\s+not\s+working\s+back\s+of\s+the\s+box\s+Reboot\s+your\s+box\s+no\s+signal\s+on\s+my\s+cable\s+box\s+send\s+signal\s+to\s+cable\s+box\s+cable\s+box\s+is\s+blank\s+talk\s+to\s+cable\s+box\s+cable\s+box\s+is\s+on\s+time\s+Cable\s+box\s+is\s+turned\s+on))(?=.*(?:Phrase1\s+Phrase2)).*$,IGNORECASE
1727,Cable Box Issue(First 90 Secs),Telco / DTH,Capture all calls related to cable box not working or cable box faulty issues,Technical,Cable related,"[[""cable box is showing code ee thirteen cable box is showing an error""]]","[""trouble with cable box trouble with cable"", ""cable box is not working cable box seems to be working voicemail is not working internet isn't working"", ""problem with cable box problem with remote problem with cable problem with D V R"", ""calling about my cable box calling about my cable T V time warner cable thank you for calling calling about cable bill time upon cable box calling because of my account"", ""Phrase Cable box is Ethernet cable""]",^(?!.*trouble\s+with\s+cable\s+box\s+trouble\s+with\s+cable)(?!.*cable\s+box\s+is\s+not\s+working\s+cable\s+box\s+seems\s+to\s+be\s+working\s+voicemail\s+is\s+not\s+working\s+internet\s+isn't\s+working)(?!.*problem\s+with\s+cable\s+box\s+problem\s+with\s+remote\s+problem\s+with\s+cable\s+problem\s+with\s+D\s+V\s+R)(?!.*calling\s+about\s+my\s+cable\s+box\s+calling\s+about\s+my\s+cable\s+T\s+V\s+time\s+warner\s+cable\s+thank\s+you\s+for\s+calling\s+calling\s+about\s+cable\s+bill\s+time\s+upon\s+cable\s+box\s+calling\s+because\s+of\s+my\s+account)(?!.*Phrase\s+Cable\s+box\s+is\s+Ethernet\s+cable)(?=.*(?:cable\s+box\s+is\s+showing\s+code\s+ee\s+thirteen\s+cable\s+box\s+is\s+showing\s+an\s+error)).*$,IGNORECASE
1728,Caller ID on TV,Telco / DTH,Identify calls where the set top caller Id feature is mentioned in the first 2 mins,Technical,TV related,"[[""Caller I D on T V"", ""Caller I D on my T V"", ""Caller I D on your T V"", ""Caller I D on T V Screen""], [""Not working"", ""Settings Button"", ""prompt is on"", ""does not show up""], [""Caller"", ""Issues""], [""Caller""], [""OR( Not working , Settings Button , prompt is on , does not show up""]]",[],"^(?=.*(?:Caller\s+I\s+D\s+on\s+T\s+V|Caller\s+I\s+D\s+on\s+my\s+T\s+V|Caller\s+I\s+D\s+on\s+your\s+T\s+V|Caller\s+I\s+D\s+on\s+T\s+V\s+Screen))(?=.*(?:Not\s+working|Settings\s+Button|prompt\s+is\s+on|does\s+not\s+show\s+up))(?=.*(?:Caller|Issues))(?=.*(?:Caller))(?=.*(?:OR\(\s+Not\s+working\s+,\s+Settings\s+Button\s+,\s+prompt\s+is\s+on\s+,\s+does\s+not\s+show\s+up)).*$",IGNORECASE
1729,Channel Issue & Enquiry (First 200 Secs),Telco / DTH,Capture calls where customer is discussing / enquiring about a channel,Technical,TV related,"[[""Channel1""]]","[""Channel Missing Channel my name is"", ""Show Time Shows on it"", ""Weather Channel Two Hundred Channes"", ""HI Definition Channel HI Definition T V"", ""Cable Channel Cable"", ""Change Channel Change last month""]",^(?!.*Channel\s+Missing\s+Channel\s+my\s+name\s+is)(?!.*Show\s+Time\s+Shows\s+on\s+it)(?!.*Weather\s+Channel\s+Two\s+Hundred\s+Channes)(?!.*HI\s+Definition\s+Channel\s+HI\s+Definition\s+T\s+V)(?!.*Cable\s+Channel\s+Cable)(?!.*Change\s+Channel\s+Change\s+last\s+month)(?=.*(?:Channel1)).*$,IGNORECASE
1730,Channel Issue & Enquiry (First 90 Secs),Telco / DTH,Capture calls where customer is discussing / enquiring about a channel,Technical,TV related,"[[""Channel1""]]","[""Channel Missing Channel my name is"", ""Show Time Shows on it"", ""Weather Channel Two Hundred Channes"", ""HI Definition Channel HI Definition T V"", ""Cable Channel Cable"", ""Change Channel Change last month""]",^(?!.*Channel\s+Missing\s+Channel\s+my\s+name\s+is)(?!.*Show\s+Time\s+Shows\s+on\s+it)(?!.*Weather\s+Channel\s+Two\s+Hundred\s+Channes)(?!.*HI\s+Definition\s+Channel\s+HI\s+Definition\s+T\s+V)(?!.*Cable\s+Channel\s+Cable)(?!.*Change\s+Channel\s+Change\s+last\s+month)(?=.*(?:Channel1)).*$,IGNORECASE
1731,Connectivity - Internet Wireless,Telco / DTH,Calls related to customers using wireless router,Technical,Connectivity issue,"[[""Wireless wirelessly router""], [""Issues Issue1""]]","[""Wireless Internet Internet files"", ""wireless security password social security"", ""security key password security can you verify security just need social security security purposes security networks"", ""wireless modem modem"", ""wireless department retention department collection department promotions department"", ""Not Working net working"", ""Unable to Help You"", ""Not Detecting Not taking"", ""disable desktop Cable"", ""connect disconnect"", ""connected dis-connected"", ""connection Disconnection""]",^(?!.*Wireless\s+Internet\s+Internet\s+files)(?!.*wireless\s+security\s+password\s+social\s+security)(?!.*security\s+key\s+password\s+security\s+can\s+you\s+verify\s+security\s+just\s+need\s+social\s+security\s+security\s+purposes\s+security\s+networks)(?!.*wireless\s+modem\s+modem)(?!.*wireless\s+department\s+retention\s+department\s+collection\s+department\s+promotions\s+department)(?!.*Not\s+Working\s+net\s+working)(?!.*Unable\s+to\s+Help\s+You)(?!.*Not\s+Detecting\s+Not\s+taking)(?!.*disable\s+desktop\s+Cable)(?!.*connect\s+disconnect)(?!.*connected\s+dis\-connected)(?!.*connection\s+Disconnection)(?=.*(?:Wireless\s+wirelessly\s+router))(?=.*(?:Issues\s+Issue1)).*$,IGNORECASE
1732,Connectivity - Internet Wireless (First 60 Secs),Telco / DTH,Calls related to customers using wireless router,Technical,Connectivity issue,"[[""Wireless wirelessly router""], [""Issue1 internet""]]","[""Wireless Internet Internet files"", ""wireless security password social security"", ""security key password security can you verify security just need social security security purposes security networks last four digits"", ""Unable to Help You able to"", ""connected dis-connected""]",^(?!.*Wireless\s+Internet\s+Internet\s+files)(?!.*wireless\s+security\s+password\s+social\s+security)(?!.*security\s+key\s+password\s+security\s+can\s+you\s+verify\s+security\s+just\s+need\s+social\s+security\s+security\s+purposes\s+security\s+networks\s+last\s+four\s+digits)(?!.*Unable\s+to\s+Help\s+You\s+able\s+to)(?!.*connected\s+dis\-connected)(?=.*(?:Wireless\s+wirelessly\s+router))(?=.*(?:Issue1\s+internet)).*$,IGNORECASE
1733,Connectivity - Modem,Telco / DTH,This query returns calls wherein customers are calling with the modem issue.,Technical,Connectivity issue,"[[""ModemIssue1 ModemIssue2""]]","[""not working is working m working"", ""offline online"", ""not getting signals Updating signal"", ""not communicating is somehow communicating its communicating"", ""problem with the modem problem with another movie problem one moment"", ""re set your modem checked your modem wait for the modem your modem is ok your modem is actually online re set the box reset your phone equipement"", ""resetting the modem coming from modem using the modem""]",^(?!.*not\s+working\s+is\s+working\s+m\s+working)(?!.*offline\s+online)(?!.*not\s+getting\s+signals\s+Updating\s+signal)(?!.*not\s+communicating\s+is\s+somehow\s+communicating\s+its\s+communicating)(?!.*problem\s+with\s+the\s+modem\s+problem\s+with\s+another\s+movie\s+problem\s+one\s+moment)(?!.*re\s+set\s+your\s+modem\s+checked\s+your\s+modem\s+wait\s+for\s+the\s+modem\s+your\s+modem\s+is\s+ok\s+your\s+modem\s+is\s+actually\s+online\s+re\s+set\s+the\s+box\s+reset\s+your\s+phone\s+equipement)(?!.*resetting\s+the\s+modem\s+coming\s+from\s+modem\s+using\s+the\s+modem)(?=.*(?:ModemIssue1\s+ModemIssue2)).*$,IGNORECASE
1734,Connectivity - Slow,Telco / DTH,Connectivity issues around slow speed of connection,Technical,Connectivity issue,"[[""getting slow connection slow connectivity extremely slow It's really slow It's very slow Slow to respond Just a little sluggish Takes long time to load""]]",[],^(?=.*(?:getting\s+slow\s+connection\s+slow\s+connectivity\s+extremely\s+slow\s+It's\s+really\s+slow\s+It's\s+very\s+slow\s+Slow\s+to\s+respond\s+Just\s+a\s+little\s+sluggish\s+Takes\s+long\s+time\s+to\s+load)).*$,IGNORECASE
1735,Desktop Latency - Agent,Telco / DTH,"Identifies calls where the Agent indicates there is a delay related to system slowness Computer is slow, computer is running slow, computer is frozen, system is slow, system is frozen",Technical,System Problem,"[[""computer running slow"", ""computer is moving slow"", ""computer is frozen"", ""computer is super slow"", ""computer is very slow"", ""waiting for my computer"", ""computer is running a little slow"", ""computer is a little slow"", ""Computer is updating"", ""computer just froze"", ""compter is freezing"", ""computer is slower than normal"", ""computer is loading""], [""system is slow"", ""system is running slow"", ""system is forzen"", ""system is a littel slow"", ""system is loading""], [""Q1"", ""Q2""], [""tech"", ""error"", ""happy to"", ""assist you"", ""trouble"", ""inconvience"", ""internet"", ""on line"", ""service"", ""modem"", ""not working"", ""confusion"", ""problem""], [""apologize"", ""sorry"", ""bear with me"", ""one moment""], [""Q5""], [""Q6""]]",[],^(?=.*(?:computer\s+running\s+slow|computer\s+is\s+moving\s+slow|computer\s+is\s+frozen|computer\s+is\s+super\s+slow|computer\s+is\s+very\s+slow|waiting\s+for\s+my\s+computer|computer\s+is\s+running\s+a\s+little\s+slow|computer\s+is\s+a\s+little\s+slow|Computer\s+is\s+updating|computer\s+just\s+froze|compter\s+is\s+freezing|computer\s+is\s+slower\s+than\s+normal|computer\s+is\s+loading))(?=.*(?:system\s+is\s+slow|system\s+is\s+running\s+slow|system\s+is\s+forzen|system\s+is\s+a\s+littel\s+slow|system\s+is\s+loading))(?=.*(?:Q1|Q2))(?=.*(?:tech|error|happy\s+to|assist\s+you|trouble|inconvience|internet|on\s+line|service|modem|not\s+working|confusion|problem))(?=.*(?:apologize|sorry|bear\s+with\s+me|one\s+moment))(?=.*(?:Q5))(?=.*(?:Q6)).*$,IGNORECASE
1736,Digital Cable (DCI),Telco / DTH,Calls where TWC is requesting customers with analog boxes to convert to digital; customers receive a letter or a message on their TV screen,Technical,Cable related,[],"[""Upgrading to digital cable service Digital Home Phone Service""]",^(?!.*Upgrading\s+to\s+digital\s+cable\s+service\s+Digital\s+Home\s+Phone\s+Service).*$,IGNORECASE
